gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,significant,direction
ENSG00000185112,1161.674475741636,1.4769678683455718,0.18846818027642348,7.83669617958493,4.6255543256072e-15,4.102404131381026e-11,MA100_vs_CTR,True,up_in_MA100
ENSG00000135046,4815.3019007067705,-0.9701195442977298,0.13670225279086912,-7.096587835914054,1.2787468755096555e-12,5.138320504171274e-09,MA100_vs_CTR,True,up_in_CTR
ENSG00000040275,2053.578939417958,1.2147441517052013,0.17220566422944816,7.05403133596504,1.73807210649609e-12,5.138320504171274e-09,MA100_vs_CTR,True,up_in_MA100
ENSG00000214357,1332.7426354216502,1.3135759927621855,0.1967259509599719,6.677187154781937,2.4357182155681332e-11,5.4005962134684434e-08,MA100_vs_CTR,True,up_in_MA100
ENSG00000147133,1810.4705208275275,1.281281050260321,0.1929411513400195,6.640786796189082,3.120130877566673e-11,5.534488150627764e-08,MA100_vs_CTR,True,up_in_MA100
ENSG00000131747,19915.706763433758,1.0382593389419141,0.15720733133937215,6.60439516462859,3.991435445902378e-11,5.900006828284698e-08,MA100_vs_CTR,True,up_in_MA100
ENSG00000084623,2680.168435017289,-0.8190499682985459,0.12875781573327982,-6.361166998943175,2.0022660285419786e-10,2.1943533416448316e-07,MA100_vs_CTR,True,up_in_CTR
ENSG00000178741,2251.5274783195578,-0.8764117258007093,0.13809315526147584,-6.346525460593945,2.2023211329008603e-10,2.1943533416448316e-07,MA100_vs_CTR,True,up_in_CTR
ENSG00000180035,124.08528048926318,-1.759155472937454,0.2772582548450962,-6.344826320573545,2.2267651454282876e-10,2.1943533416448316e-07,MA100_vs_CTR,True,up_in_CTR
ENSG00000124145,4596.392006262066,0.7371007124583526,0.1182555754882947,6.233115939056194,4.572474990126214e-10,4.0553280687429393e-07,MA100_vs_CTR,True,up_in_MA100
ENSG00000105849,728.2758574651139,-0.9412049192514566,0.15216447768751942,-6.18544441879719,6.19277524333302e-10,4.993065784829141e-07,MA100_vs_CTR,True,up_in_CTR
ENSG00000089597,4782.574473895875,1.1330850998543245,0.18375788126223824,6.166185047798384,6.995721234269405e-10,5.170420968894614e-07,MA100_vs_CTR,True,up_in_MA100
ENSG00000196396,3192.6985875973755,0.955100983372361,0.15760324160010533,6.060160778899377,1.359855516492179e-09,9.277352750591644e-07,MA100_vs_CTR,True,up_in_MA100
ENSG00000197958,5865.780702794145,-1.0369745764144431,0.1739712048053391,-5.96061042156224,2.5129742497460725e-09,1.591969187214137e-06,MA100_vs_CTR,True,up_in_CTR
ENSG00000072110,21271.865544137705,0.610474602609871,0.10267921203490162,5.945454688553366,2.756905063629413e-09,1.6300660672886175e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000177469,37009.97493551837,0.8319567984898885,0.1407688592547815,5.910091215444934,3.4191834381892328e-09,1.895296119581269e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000129084,1772.3419221562774,-0.7594083206566703,0.1299585812685902,-5.843464227169217,5.112628146177854e-09,2.6672881781441993e-06,MA100_vs_CTR,True,up_in_CTR
ENSG00000107949,1416.0331215547903,1.2679171221308059,0.2186985515475867,5.797556102491696,6.728827407059419e-09,3.3154427929561103e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000119681,5298.729572415569,0.5348952232004197,0.09284773672725818,5.760993666131934,8.362017834288742e-09,3.903301903805624e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000122565,10607.198469735378,0.9214393469356025,0.1606093742722875,5.737145487992809,9.628554239636928e-09,4.0669653177951315e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000162604,1167.828941956662,0.6727566232195729,0.1172637326785707,5.73712441052557,9.62975213369013e-09,4.0669653177951315e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000136104,280.21885429216104,-1.317805856842238,0.2317934583991837,-5.685259048910583,1.3061452003386484e-08,5.233389220538243e-06,MA100_vs_CTR,True,up_in_CTR
ENSG00000183023,519.3662153354627,0.9293531646992498,0.16365580200382274,5.6787058773360295,1.357176142432964e-08,5.233389220538243e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000159202,2393.486788117661,1.2680689897208937,0.224033913006015,5.660165341516165,1.5122722219647286e-08,5.588475973585491e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000123136,1051.1528953985073,-0.8620187560412372,0.1526487386739761,-5.647074214496579,1.632013914196834e-08,5.6931607798714556e-06,MA100_vs_CTR,True,up_in_CTR
ENSG00000100234,5268.9435397174,0.5434035181694015,0.09629348801684164,5.643201106957106,1.6691718085133423e-08,5.6931607798714556e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000134419,4715.422853912086,-0.9414709418821283,0.16702454739274014,-5.6367220063070205,1.7331755672176042e-08,5.6931607798714556e-06,MA100_vs_CTR,True,up_in_CTR
ENSG00000205730,886.8160719645749,1.1975026641647946,0.21310160595223424,5.619397652184795,1.9162435378401804e-08,6.069701406108772e-06,MA100_vs_CTR,True,up_in_MA100
ENSG00000148296,125.32596679462267,2.34883073069898,0.4202733299912259,5.588816998566187,2.286217252944267e-08,6.991883040125071e-06,MA100_vs_CTR,True,up_in_MA100
