gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,significant,direction
ENSG00000114315,507.3593680627535,1.5401765885857008,0.24183920931756508,6.36859751953314,1.9076446623899352e-10,1.2416859107496087e-06,MA100_vs_MA1,True,up_in_MA100
ENSG00000165655,1612.3056124331988,0.7179087145362073,0.128694578435484,5.578391283173618,2.4275311792654713e-08,6.560208432619403e-05,MA100_vs_MA1,True,up_in_MA100
ENSG00000124299,764.732502291201,-0.7896175740413064,0.1425285876685691,-5.540064536929637,3.0236019815422045e-08,6.560208432619403e-05,MA100_vs_MA1,True,up_in_MA1
ENSG00000099795,950.8082955636129,1.0772433272754087,0.2052578959052182,5.248243057956936,1.5355661762214254e-07,0.00022622567198943072,MA100_vs_MA1,True,up_in_MA100
ENSG00000170345,286.3774150775558,1.5326926332739852,0.29331585479448663,5.2253998828255455,1.7377913042666363e-07,0.00022622567198943072,MA100_vs_MA1,True,up_in_MA100
ENSG00000183023,519.3662153354627,0.8306850708056158,0.16316658508188492,5.091024429963634,3.5613413332980605e-07,0.00038634617897395125,MA100_vs_MA1,True,up_in_MA100
ENSG00000040275,2053.578939417958,0.8664805360459414,0.17185400407215565,5.041957216674077,4.607943258861635e-07,0.00042847289531329117,MA100_vs_MA1,True,up_in_MA100
ENSG00000167978,7550.245056931534,-0.5187592077287222,0.11173043281904958,-4.642953532354668,3.4346361830733664e-06,0.002794505864453068,MA100_vs_MA1,True,up_in_MA1
ENSG00000187688,683.1492898296573,-0.8548567395553716,0.1867962534757733,-4.57641266165032,4.730170528412317e-06,0.0033440755981490283,MA100_vs_MA1,True,up_in_MA1
ENSG00000107949,1416.0331215547903,0.9956547170654735,0.21838899859740313,4.559088248309377,5.1376180644477315e-06,0.0033440755981490283,MA100_vs_MA1,True,up_in_MA100
ENSG00000186480,786.2351266064946,-0.609578151498547,0.13450458271989532,-4.532025148674588,5.8420892674783784e-06,0.0034569235492742517,MA100_vs_MA1,True,up_in_MA1
ENSG00000101199,545.2122774522326,0.8976854963859758,0.2000452766277916,4.487411607604353,7.209370751976641e-06,0.0039104828520513295,MA100_vs_MA1,True,up_in_MA100
ENSG00000142634,1016.804896872541,0.8232787316610383,0.1844077894625951,4.464446616166561,8.027595997718212e-06,0.004019355565319065,MA100_vs_MA1,True,up_in_MA100
ENSG00000204673,766.4253552792948,1.0832918391868285,0.2455416243527398,4.411846024243103,1.0249299336958388e-05,0.004765192098875868,MA100_vs_MA1,True,up_in_MA100
ENSG00000124380,1982.3802692425218,0.7422338070439911,0.17207252623570984,4.313493985828151,1.6069451328958888e-05,0.006956746366612662,MA100_vs_MA1,True,up_in_MA100
ENSG00000069275,18353.64425702044,0.5739582725583517,0.1338937052725624,4.2866710678442015,1.8137054376244534e-05,0.006956746366612662,MA100_vs_MA1,True,up_in_MA100
ENSG00000168528,2647.07724590741,0.7570147799575666,0.17661367759289445,4.286274937904486,1.8169409776066254e-05,0.006956746366612662,MA100_vs_MA1,True,up_in_MA100
ENSG00000134109,314.986459809777,-0.9307876570602474,0.2191561087485512,-4.247144477857958,2.1651234799397156e-05,0.00782932707273756,MA100_vs_MA1,True,up_in_MA1
ENSG00000087086,28676.55198319755,-0.5224354102822066,0.12472244115970685,-4.188784355280772,2.8045273965435936e-05,0.008497199005017738,MA100_vs_MA1,True,up_in_MA1
ENSG00000122565,10607.198469735378,0.6716934858213833,0.16055828720389803,4.183486866475964,2.870716818108345e-05,0.008497199005017738,MA100_vs_MA1,True,up_in_MA100
ENSG00000242265,541.9923783037942,0.7281327382346788,0.17404932234778842,4.183485051321896,2.8707397499653234e-05,0.008497199005017738,MA100_vs_MA1,True,up_in_MA100
ENSG00000136235,704.0337104483004,-0.654393120812571,0.15642668595868403,-4.183385442209084,2.8719984346349704e-05,0.008497199005017738,MA100_vs_MA1,True,up_in_MA1
ENSG00000133935,310.53932656761987,-0.7231456241921282,0.17346729251705195,-4.16877218580582,3.062448939197663e-05,0.008666730497929386,MA100_vs_MA1,True,up_in_MA1
ENSG00000133639,2773.9214308104324,0.5339945887647553,0.12856635611186204,4.153455109983371,3.274924817782807e-05,0.008744031194901707,MA100_vs_MA1,True,up_in_MA100
ENSG00000086504,258.11986921520173,1.2505173480621572,0.30149716176035907,4.147691940981236,3.3584387751197215e-05,0.008744031194901707,MA100_vs_MA1,True,up_in_MA100
ENSG00000115216,1540.1051954607913,0.8074661748070022,0.19517919832419123,4.137050370838222,3.517989038521114e-05,0.008746055947201962,MA100_vs_MA1,True,up_in_MA100
ENSG00000126214,1990.701992947714,0.6507903997104716,0.15769426931920152,4.126912173283577,3.676667286904198e-05,0.008746055947201962,MA100_vs_MA1,True,up_in_MA100
ENSG00000126934,1152.2972432629824,0.6989381508125719,0.1695788768354417,4.121610921452306,3.762322423131893e-05,0.008746055947201962,MA100_vs_MA1,True,up_in_MA100
ENSG00000140092,1493.7535671315545,-0.49255479520008666,0.11976995323961429,-4.11250720132345,3.913852581324384e-05,0.00878457463856566,MA100_vs_MA1,True,up_in_MA1
ENSG00000065548,3283.71984428696,0.47840949657192244,0.11674342379556846,4.09795670726322,4.168132118995537e-05,0.009043457320847317,MA100_vs_MA1,True,up_in_MA100
ENSG00000261221,308.6040485548333,1.259511292120562,0.30808674017892096,4.088171050104599,4.347875247298245e-05,0.009064275317113601,MA100_vs_MA1,True,up_in_MA100
ENSG00000087263,981.4794098164481,0.6093002954494708,0.1499301941151094,4.063893194066558,4.826091607218385e-05,0.009064275317113601,MA100_vs_MA1,True,up_in_MA100
ENSG00000126453,1219.2328226259579,0.594747312066919,0.1463800099572007,4.063036423079996,4.843846778947932e-05,0.009064275317113601,MA100_vs_MA1,True,up_in_MA100
ENSG00000124145,4596.392006262066,0.47880175783133055,0.118091554997391,4.054496173260727,5.024247294323676e-05,0.009064275317113601,MA100_vs_MA1,True,up_in_MA100
ENSG00000136280,772.9640708469184,0.9206920343935642,0.22740024835824252,4.0487732139286035,5.148680533667571e-05,0.009064275317113601,MA100_vs_MA1,True,up_in_MA100
