gene_id,CTR_1,CTR_2,CTR_3,MA1_1,MA1_2,MA1_3,MA100_1,MA100_2,MA100_3,MB1_1,MB1_2,MB1_3,MB100_1,MB100_2,MB100_3,MC1_1,MC1_2,MC1_3,MC100_1,MC100_2,MC100_3,MD1_1,MD1_2,MD1_3
ENSG00000000003,8.495461782982401,8.450681157689143,8.522999895716643,8.3616932883544,7.986611946953498,8.218315546724732,8.322835647552624,8.369257380622077,8.097211002187485,8.495055705783066,8.136694787274182,8.608448250446289,8.272033039697993,8.003671117186494,8.616483160570594,8.007643209260236,8.065576193209127,8.290586835579502,8.234526909021318,8.321764093851323,8.46157114483037,8.085980716900533,8.451195175093424,8.256790568696822
ENSG00000000419,9.602250459674975,8.919754182244533,9.676562299214314,9.491573156154352,9.459700238276513,9.2280116824615,9.421965769837499,9.663061474946828,9.276540219510988,9.289486540138045,9.577056300258256,9.50197401732447,9.36184960687635,9.593102816582642,9.53710322241049,8.938839735691346,9.487930392207858,9.166494332350993,9.461463945225525,9.76287181017042,9.298873990521592,9.32973187920357,9.573833509749655,9.78174155644135
ENSG00000000457,4.818617952608666,6.950606009869206,5.152469040358431,4.995175601161375,5.243715938240351,4.91954624936476,4.882649009427542,5.203947654760048,2.7893182055278793,5.047677877170536,5.07181726014406,5.001960032028751,4.416597632461081,5.488283588053101,5.716236333510028,4.926155101651636,3.928253059670891,4.571468195780353,5.347044134828106,5.944513414082664,5.9111134856568315,5.399055869437172,5.22241215756815,5.4477766615789225
ENSG00000000460,5.259299888582295,4.897526033067521,3.13839850744484,2.524263162367662,2.7201202551278305,4.958863464015289,4.8354247935825665,2.160349806760701,0.0,4.359242374397726,5.551224977689608,5.479900166899998,4.064361884047346,3.4429408087786264,4.540395682580402,4.689803348814921,5.2724389181876505,4.159591015089941,3.657666594706187,4.300867348482739,4.913910479975252,1.9791533524560787,4.745030345904785,0.0
ENSG00000001036,9.94977596544189,9.97595216310185,10.080303043403449,9.906704946184737,9.953352477402769,10.599921396997358,10.022790078307827,9.818998150315402,9.95521342729027,10.073620747899131,10.080813459321668,9.783203384148457,9.849546559621674,9.9538903370222,10.260941741936351,9.887857419286505,9.942680170923214,10.02510249085012,10.283437513617173,10.236574740989196,10.25352813552579,10.044965645009178,10.216138540429148,10.036049228049887
ENSG00000001084,8.028441874183473,7.592751029618661,8.228037706420752,7.809809176305897,7.560712809808373,7.866922498700984,7.52630974193234,7.860148510818038,8.368245608954656,7.487883823327351,8.05053190080722,7.81925721892096,8.092945986006232,7.608867887805743,7.928519280145542,7.585873848976669,7.380807349303568,7.662595389450812,7.590466074059353,8.02386142572689,7.89301951410726,7.867072956078544,7.787349998971759,8.064819139447675
ENSG00000001167,8.166455792605362,7.893899185649662,7.897900030200176,8.130450766615242,8.114316534129218,7.877220298737569,8.292557858873074,8.312646497531295,8.48848560522629,8.278892592650688,8.167723841274805,8.328689323140953,7.404316256668305,8.262679192818524,8.199797701089375,8.218148418353609,7.903623979074856,7.998647177261115,7.959412539389054,8.34171194670967,8.391205712365744,7.848773648266087,8.257449412183517,8.222140185997468
ENSG00000001460,7.221053269154368,7.126137340677906,7.632025701626506,7.551110065103265,6.406658438680966,6.614567524198224,7.511363476074511,6.807965797661289,6.403048503755232,7.309129257084953,7.359014746836775,7.106005093060883,7.372446413283722,7.0516591829491375,6.856313649244158,7.456000970392798,7.001995523825838,6.249413024538931,7.346202588109928,7.434255001728543,7.305729244815518,6.700322831800983,6.947054602873586,7.040673336120423
ENSG00000001461,10.811762960038111,10.710814820034496,11.027414077366272,11.10274202192292,11.112670055678082,11.000469502070665,10.705768130425636,10.939575351799832,10.89557201793133,10.732155111351284,10.925346218160799,10.912421808581206,10.846591284510998,10.920866766750583,11.145614683729546,10.891987307377692,11.017260229483664,10.76244860192769,11.013646979066722,10.971782453125899,10.750944046750318,10.76250137081116,11.107770762811475,10.7652125760331
ENSG00000001497,9.047829953323859,8.960489981131825,9.024088802302911,9.006471683619433,9.088199275068368,8.778500165631526,8.802684067446997,9.023416443106393,9.016718530652811,8.862305950648745,8.919996532758285,8.561162370944349,8.789090512916681,9.105141675523573,8.783123707455832,9.347726738049344,9.241009657279129,8.718022580492901,8.899144011845259,8.819622469327369,8.881901314662008,8.839475970476112,8.892549739066535,9.21972251297764
