gene_id,CTR_1,CTR_2,CTR_3,MA1_1,MA1_2,MA1_3,MB1_1,MB1_2,MB1_3,MC1_1,MC1_2,MC1_3,MD1_1,MD1_2,MD1_3,MA100_1,MA100_2,MA100_3,MB100_1,MB100_2,MB100_3,MC100_1,MC100_2,MC100_3
ENSG00000000003,4.908960220977865,4.849362892352986,4.935115372102901,4.770809919126467,4.429188695370165,4.758028008327655,4.939824681313167,4.536738729489947,5.029338761615058,4.476347892408717,4.540426194955619,4.747747346983316,4.600967151720911,4.921510418856092,4.742875236597592,4.806922747552247,4.805754638827041,4.5984191256315325,4.749623170668263,4.431783200473761,5.040022684394615,4.712666327362957,4.771545830191217,4.883688557377618
ENSG00000000419,5.991905237207299,5.305595589426022,6.064612333045541,5.874048599920378,5.862369773422997,5.743033094064135,5.715878406670932,5.940495796617986,5.9040038985435475,5.378996576253523,5.926710481634927,5.601066663066729,5.812978258323253,6.0203732835044175,6.235277118131725,5.880673382766556,6.071238116086375,5.746996203128984,5.813159266411087,5.979580377146545,5.94151690412516,5.910444253437128,6.181709696365051,5.701082773446542
ENSG00000000457,1.6765086735793646,3.431135229556116,1.9215770836490715,1.7980514011720903,1.9999033120439427,1.83559317072522,1.866720320018514,1.841794586802889,1.8173801521775705,1.7817219189882265,1.1288381836270742,1.5298560048029675,2.1829278265567105,2.018274317064308,2.2033856043993696,1.7697571415234727,1.9758009982522993,0.5881580130788848,1.4389425192053422,2.1806121477379676,2.3791818367882303,2.1162709135419178,2.5845074273996884,2.5363858933467403
ENSG00000000460,2.0036259178456284,1.7214450451904733,0.7045460747696178,0.46587437310417323,0.5405280955018339,1.8649632085269257,1.3847311748959648,2.2124237918805623,2.185173226349344,1.6122906341935495,2.050187259347867,1.2619520537547246,0.3252828879178872,1.6634850205667946,0.0,1.735363304562893,0.36051460802991364,0.0,1.2155586102414728,0.8440065183553347,1.4929707823204483,0.9828075817573396,1.3468339599035735,1.7505372831946309
ENSG00000001036,6.334962712947624,6.344262053560245,6.463507760100046,6.2835116934827715,6.349405218579946,7.099785490597787,6.489414310581432,6.437863534548305,6.181307789432262,6.312607335025919,6.375571121351087,6.447396496101168,6.5190137318685455,6.655344238784704,6.486748818232443,6.4738422361538355,6.225155017507758,6.416417225225039,6.294099168157194,6.335708883770504,6.656823764706845,6.722843610492145,6.650299900707047,6.643349861658581
ENSG00000001084,4.458717152250138,4.02837197792213,4.649954814326107,4.241401377305037,4.024263162623526,4.419986444065507,3.975563498324933,4.454093834837657,4.2693987977335714,4.074621919695997,3.889768264556394,4.146369415494494,4.390935691344063,4.282922716336491,4.5579068277541435,4.044753555796535,4.316550181411527,4.860091527036144,4.577013648408494,4.056198078557475,4.37646114402789,4.096690026439391,4.48471566733113,4.336665828838383
ENSG00000001167,4.591217971426027,4.314110334916639,4.3333376752540875,4.547993129614692,4.551672214840647,4.429846916914419,4.730615572976077,4.566549465146288,4.758238508736321,4.678760845732765,4.385208919185824,4.466811238634384,4.373438502924457,4.734018764919523,4.7094233643180985,4.777645283229845,4.751037938482674,4.976692755247648,3.9218610757997823,4.680654864885182,4.636761783949651,4.448101271516567,4.790828063020031,4.815565818770766
ENSG00000001460,3.6958724881451874,3.592496943179413,4.080716568237605,3.996415987758403,2.966720707595604,3.2502037705254296,3.8078651109340833,3.799375602329823,3.5994406440366653,3.952126756100586,3.5374970262774945,2.852396533714261,3.3003951176027075,3.4953135900638688,3.59059127985091,4.030640389109198,3.334036296044969,3.021207766451198,3.89193731156578,3.5360996818965647,3.372941948157318,3.8666062348362185,3.9246515476004324,3.7819677004759953
ENSG00000001461,7.189540718036231,7.072588095729021,7.4033665508740585,7.469916947938436,7.499717680658166,7.498005741103055,7.14253960608132,7.275590414445603,7.300577974832238,7.308366505867016,7.441762830873877,7.178662788228937,7.23090382422649,7.540919789828201,7.210057549443387,7.151205799064064,7.33613687314818,7.3493565327713,7.282716876613633,7.2946409869567495,7.535464177710615,7.448075427081012,7.3802365232403115,7.13689332003543
ENSG00000001497,5.44721683430301,5.345396508115904,5.423426605217418,5.397962104151367,5.497544357666592,5.3024767568277635,5.297350167566639,5.2958604370707505,4.983404481283611,5.780015658305074,5.683841902831158,5.162499412974901,5.332183998326424,5.351325881501598,5.681584580082154,5.27335900222199,5.442543415472747,5.49201607580274,5.2518090046165655,5.500055355799689,5.202262850147122,5.358558569332657,5.255191065365593,5.292624429753263
ENSG00000001561,1.4801455997070192,0.8882949223606739,0.9923489482410787,1.2228290458691413,1.0640630769188653,1.5402924920590932,0.5463164270697408,1.0356070422595098,2.2486852592462507,0.0,1.9753210786639803,1.3829052258920327,1.7486733977863418,1.031225463776401,1.544913815996673,1.1923929918811471,0.6487116715844408,0.8975074694575612,2.1448429802956572,1.3729835266821702,1.4929707823204483,1.3481307131971252,1.9782188275755919,2.463280253382752
ENSG00000001617,3.1257415785001923,3.071005550132255,2.5051961122831865,2.4786742035052107,3.2953400959481614,2.8113116819285824,2.731034482767462,3.3515551366479834,2.8767877786238873,3.5908215081921186,3.352666995539678,2.852396533714261,3.7880708337773417,3.5945376750318156,3.679655393466918,2.8770065152532904,3.5000937688847786,2.8302182432149317,3.5996670086161253,2.695294785629813,2.8496220130462846,2.169423470154548,2.6703000444282363,2.6228478484783975
ENSG00000001629,5.6289621037788615,5.339344304843513,5.499977356961267,5.564080337940762,5.1329001739248605,6.207333438211738,5.617851283924671,5.663115246367641,5.874107814579898,6.049330475693972,5.681881249995771,6.050848743463572,5.935285320830859,5.796926122270379,5.610875567687276,6.134351194073283,5.729154627119054,6.019046101141334,5.548869467220611,5.488747145819152,5.624328658063824,6.1374872413797785,5.671889946690308,5.580953466666478
ENSG00000001631,4.294978481829982,4.157815527745193,3.857195845264825,3.987776781905893,3.740121454861725,4.5017275135965305,3.975563498324933,4.134000275590624,4.584515394621008,4.379322942603088,3.271552027086905,4.3129338887233475,5.049612528556315,4.634935373794134,4.295845043677079,4.364646155284602,4.054293486910737,4.072004671316162,4.600331847440506,4.523297261233823,4.4973018264377975,4.110346115903513,4.489444189078859,3.2948998109938152
