sample_id,ME_antiquewhite,ME_bisque,ME_blanchedalmond,ME_brown,ME_burlywood,ME_chocolate,ME_coral,ME_darkgrey,ME_darkorange,ME_darksalmon,ME_dimgrey,ME_firebrick,ME_gainsboro,ME_indianred,ME_lightsalmon,ME_linen,ME_maroon,ME_mistyrose,ME_navajowhite,ME_orangered,ME_peachpuff,ME_peru,ME_red,ME_saddlebrown,ME_sandybrown,ME_seashell,ME_sienna,ME_tan,ME_white
MA1_1,1.8693647377988596,-0.892133315364792,2.513552808718928,0.3502566958398347,0.45326019268964574,-3.2561637093501448,1.1706042453614065,0.13991382325823534,1.520527352445073,0.8784953477753632,13.866375207766069,0.6303189056651093,-5.616743747437355,0.5481815708213369,-1.3007222150805526,4.202759416032246,2.018891386679352,2.1707009978037437,-1.0981858724192615,-5.998326922030898,3.35183437092493,3.0299962959342785,1.322147812822626,0.8879397599967386,-2.2627993148659318,1.6503790178320275,2.249196307654793,1.5954445283758358,-1.6899264319383036
MA1_2,1.1983011292284906,-1.2952834881220805,2.0053079520184864,2.453625034551156,2.7190772373601515,2.0054030730747603,-2.5718768381444566,1.9768734101496195,-2.085860326262076,-2.1886304055247727,9.789449794660573,0.717813889454915,1.2811602613550184,-1.111218777202126,0.470349067999802,-7.373488847228535,1.5032782529672848,-2.079587778440107,0.24874220647022668,-0.654931026147761,-2.6496664848097367,-6.092502414562918,2.3461850816256007,0.8449020160723019,-2.001848480004337,1.8846290152534655,2.0574513896876607,-3.496912906378844,-1.1871309818669253
MA1_3,0.9260381623211501,1.3309258375125874,-1.1218272277382126,3.07303972004365,1.5821172655550848,-0.614647597833518,2.6428387923966374,-0.9001201338324223,-0.24848374033798812,1.0877119095673426,0.7608114388110512,3.292036551852416,9.772832024627192,2.9255187758237264,1.9344407156443575,2.072874252837623,4.376589928284884,15.568094335437753,0.8537076744547161,-1.248563472591273,3.562182174174039,0.9619147483567223,-0.39898963054385167,0.8390325486607423,-0.9095346500929222,0.57664248058661,1.653384842104504,1.5818689099641265,7.804055107945315
MB1_1,2.6850353263728044,-3.073712512343849,2.233145045371229,0.9538191271364891,1.9357855711151084,0.36704666997989904,-1.4172397780442176,15.465637618372684,-2.447460348988623,1.766153790130418,-6.363278216004619,1.7743373092478447,-5.809133560077903,-0.15748977254655727,0.2749766724990081,0.1409125826400947,-0.7824638023351469,-1.428418502631198,0.4531291976925751,-2.904673084674361,1.8270227252515832,2.33916461005191,-3.024487297986287,1.317364752953373,2.6895773955426505,-0.5630969611837011,1.0957188048378177,-0.4445904375231249,2.270621780869982
MB1_2,1.7707224447502232,-0.8374420515474927,2.005419132082099,-0.312381008501127,2.0291682924290297,0.5910399735212312,-0.25473131771333046,2.248437122140827,-3.0139180709835043,1.3497267614376374,16.95983147514212,-1.8022625134581927,-22.486080482278847,-0.25407817797812154,-2.4588151240526317,2.6151784566910274,2.7619889892519076,-9.7244232634397,-4.229055988283149,-5.495518330062359,-4.14309155515712,0.9249279495828069,-3.7736915236215767,1.0826479350245408,-2.11371237754883,0.41874808465755,1.1616945573400426,2.478739930129021,1.7378690940866233
MB1_3,-0.5985517673043758,-2.808369789547775,-0.829307473526309,1.264366809290682,-8.053994835751773,0.6871767772139711,3.529057124746275,13.948233316993074,-2.4262150221963363,0.464928666439772,1.8091978322629223,-0.21662564065824594,-6.152399419101523,6.505571778008441,-4.047901851658035,-4.500704529224203,-49.820523580298016,-46.55635153354404,2.3509201877361385,-1.9279779015391283,-6.590757999868912,3.3847192855288357,3.4200613041160244,-7.484474164973954,-1.8752890272900873,2.4323174488026753,-4.558596398633693,-4.166899181707828,-2.973162526706565
MC1_1,0.7433265906643167,-2.5418218538077064,0.0711661715284384,2.394519908604393,-0.3125383294333135,0.9345227031529924,1.8509928593773686,8.651558345840877,-1.640925874143903,1.2035371971816904,-11.920314626796703,4.328824182547112,2.3861711353587696,3.5803215727385744,-5.323701914252993,3.034088005390919,3.901771530384436,-12.377232800588448,1.6796711675042595,4.660327695351022,2.8175297615520107,-4.473075355460679,2.0460367332614102,-6.149607749559667,0.5145032997242531,-0.020628791682119462,0.16857673316487284,0.9691423728336894,-3.0060327884785214
MC1_2,1.5193598636190313,3.4040103156217603,-3.48755603589082,-27.289623059302336,2.052133902868119,-0.4752958126770037,-1.8283759517475233,11.67696242605906,0.9076571120973072,1.5528109579688496,-29.79568983994003,1.646950693591361,3.73284186165152,2.2601085776103433,3.128410127166816,1.1151057420399932,3.059161871880636,-8.187187284135955,0.9947806228257386,-3.6952360764952745,-5.324645021588846,-3.5982954038853245,-0.9949572908984807,2.581450329346458,0.409688244541616,2.6338811999778806,2.660481947777413,-4.7351672618990435,2.8209957738057447
MC1_3,2.742117288198852,-2.8776586578653545,-3.7357518178896636,0.9694958534495023,3.1020694498671406,-0.6038363472178806,-2.1555938607561105,13.879077972733715,1.6570114167527612,2.7523032664023157,-26.51329023923323,3.1190511880746494,6.765001719840565,-34.1499720952562,0.2877502454638657,-6.889386563444122,3.1565507443764345,-12.14459538906998,-5.567181503739962,-1.9626849904376076,-5.401166283982387,4.224492837042358,3.2288011333149327,-4.507598770524987,2.6096143629456385,-10.86450759726922,-3.035434828275313,-3.8609952018030467,-6.90098080612042
MD1_1,0.8433076528524789,0.33942003571784074,1.8261310808076516,1.391141829019569,1.886818274342268,0.4625942749586789,-2.2973576936236926,18.511399581105582,-2.445587736824352,2.9989554812464174,-17.496232781967336,2.807650137715484,5.111531881359262,1.6931726251284454,1.3429820337571858,2.020650712712745,3.966127565135868,4.509657577513857,0.7663269265008676,1.6354607382104076,5.059026156993825,-3.7162057052958284,-6.1846053890945205,0.020493178976254717,2.915858841078344,1.600712194547417,-2.2197306265473427,0.2274232827551043,5.728116907100838
