,particle_size_um,concentration_gL,is_100nm,group_MA1,group_MA100,group_MB1,group_MB100,group_MC1,group_MC100,group_MD1
ME_antiquewhite,-0.11040704432350446,-0.04572428736370904,0.11040704432350446,-0.2676283807582684,0.0991400902483893,-0.23710886727456315,-0.1385791715350187,0.05020023614581215,0.19557822075045694,0.29839787242319193
ME_bisque,0.05908970992536619,0.041020120810629945,-0.05908970992536622,0.20638848305426527,-0.23106690616927916,-0.08988386352410564,0.004577813606368969,-0.1980672826806084,0.1429236233897651,0.1651281323235937
ME_blanchedalmond,0.11866721714094525,0.5304098386849596,-0.11866721714094523,0.2712459039708858,0.29685905394698137,-0.11017082064857162,-0.3228000811505647,-0.21284092793326698,-0.1418797606862144,0.21958663250075064
ME_brown,0.32083657598251963,-0.2647965058523034,-0.32083657598251963,0.11870682505108658,-0.5119897056384421,-0.005717216935302468,-0.02597278356735097,0.1832702527059373,0.08423105214596763,0.15747157623810407
ME_burlywood,-0.12779548149721148,0.028651673544103702,0.12779548149721146,0.18691772909475596,-0.15872489590631064,0.1866865815230392,0.29464751787403876,-0.478532972616131,0.044807481175628217,-0.07580144114502062
ME_chocolate,-0.0021552330886247945,-0.34183215040782977,0.002155233088624753,-0.1957890105754379,-0.26941127562324174,0.2883390621827338,0.1396670226449341,-0.12689119926595444,0.1327922128423159,0.031293187794650096
ME_coral,0.22916311453617494,-0.3178724982787694,-0.22916311453617488,-0.07261885653177164,-0.49275318458792355,-0.1816306004194978,0.08884241719932363,0.1908225340531944,0.07982518281588231,0.3875125074707926
ME_darkgrey,0.6302818264657181,0.21664085388065965,-0.6302818264657181,-0.05080971713868168,0.14610587569584269,0.28246897658303244,-0.3198651596226576,0.31934598134992354,-0.7175938231782892,0.3403478663108299
ME_darkorange,-0.06078707876164552,0.048028283238892105,0.06078707876164552,0.14398779253179528,-0.10619894604800925,-0.21139612597723728,0.20370910147030002,-0.060235989975886334,-0.011544244220530152,0.04167841221956769
ME_darkred,-0.5632905950186035,0.28086826010617316,0.5632905950186033,0.10619186754448477,0.5097167213263714,-0.6701768842773062,-0.050428223726322254,0.19743840619353784,0.3373247014324706,-0.4300665884932362
ME_darksalmon,-0.10093511538398073,0.11676411391235683,0.1009351153839807,0.08199042499016995,0.15134615824557468,0.12448277973592303,-0.06885785044134243,-0.15107496293583406,0.060255501291486616,-0.19814205088597775
ME_dimgrey,-0.18702994203254253,-0.25939017335532294,0.18702994203254253,0.23238893096594482,-0.49634716138305734,0.14370958499741027,0.26574294578580876,-0.46888249749122934,0.49510449618952407,-0.1717162990644012
