,particle_size_um,concentration_gL,is_100nm,group_MA1,group_MA100,group_MB1,group_MB100,group_MC1,group_MC100,group_MD1
ME_brown,-0.16415834701969131,0.0923522207005829,0.1641583470196913,0.10262479832833321,-0.016916209709541066,-0.5697808122029493,0.07078852544848517,0.09227929565307676,0.17828264499305232,0.142721757489543
ME_darkgrey,0.5037461130099543,0.3293965595224979,-0.5037461130099543,-0.022879727075176957,0.2662097181323958,0.08259152585000196,-0.31079321167931634,0.30261050774203135,-0.6678210914644866,0.3500822784945511
ME_darkred,-0.5283412425445058,0.305682439524746,0.5283412425445057,-0.0372635845147812,0.6653750071821811,-0.3606173508775652,0.14108125006085606,0.1371977219661595,-0.05926890647554418,-0.4865041373413061
ME_darksalmon,0.11015865075985111,0.06432201288241396,-0.11015865075985104,0.27467554541936556,-0.2331134962613028,0.18489181496283721,0.19096194896938914,-0.30695034033875707,-0.11363631062538898,0.003170837873856955
ME_dimgrey,-0.24371064834871922,-0.2477956999819319,0.24371064834871922,0.23839464142926448,-0.5024796679527653,-0.03894394259128807,0.2618593542824822,-0.43506344455854395,0.5852792178597819,-0.1090461584689313
ME_firebrick,0.3654979863249154,-0.41788929957036774,-0.3654979863249154,0.021143307392952768,-0.6419185896264761,0.18714177316459202,0.05602949059892502,0.11371078058262883,0.0689968897467995,0.19489634814057796
ME_indianred,-0.29400363345212466,0.233336334357717,0.29400363345212466,0.11953559188732428,0.08887632816703374,-0.4127576787238089,0.08175220079619867,-0.3288355114827939,0.2451553968517305,0.20627367250431558
ME_lightcoral,0.11496649214226562,-0.03032199863766774,-0.11496649214226562,0.10948956587469005,-0.24724547592101273,0.37358896961890065,0.026304354721415946,-0.45174119653167155,0.05835394879354486,0.13124983344413285
ME_lightgrey,-0.5234615559705424,0.16906240185294685,0.5234615559705424,0.15459495991019043,0.30217299510698914,-0.25288849024912113,0.1444437039587008,-0.14954675499555428,0.2936697327687743,-0.49244614649997925
ME_maroon,-0.22314403737150038,0.27756252016852867,0.22314403737150035,0.10676629339294003,0.1260528924056717,0.03136093170565277,0.10268082054092635,-0.6326284393153858,0.0868396110668666,0.17892789020332833
ME_mistyrose,-0.08151638322920263,0.1085583309724451,0.08151638322920261,0.08602400759688919,0.1337741663379267,0.15768209680755607,-0.06333781980685513,-0.16116291623644047,0.04484522818726952,-0.19782476288634598
ME_red,0.3780196322610254,-0.5191554336925784,-0.3780196322610254,-0.07659118564455397,-0.6700753384574614,0.16452772986008407,-0.06514526105015714,0.21688565277263455,0.20062010872078634,0.2297782937986676
ME_snow,-0.1700210948278257,0.10392918476661168,0.17002109482782568,0.016550772626687554,0.018546960275666036,0.10052466739161238,0.09388329946380156,-0.5032482187669097,0.12801587845556564,0.14572664055357643
ME_whitesmoke,0.23488916694689643,-0.25398841507558817,-0.23488916694689638,0.17829680801899978,-0.516854897824903,0.4301113478478734,0.04205539724871214,-0.2568274151853368,0.1426160550253718,-0.01939729513071735
