gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,significant,direction
ENSG00000114315,507.36616844999145,1.5401568182133125,0.24183728146094075,6.368566537422246,1.90802997347539e-10,1.2871570201064982e-06,MA100_vs_MA1,True,up_in_MA100
ENSG00000243449,228.57488721513766,1.7338600165202704,0.29766952847319444,5.824781681261026,5.718730750523814e-09,1.9289278821516823e-05,MA100_vs_MA1,True,up_in_MA100
ENSG00000165655,1612.3156777955992,0.7178874494449727,0.1286930963814299,5.578290286195664,2.428940745138113e-08,5.0933882079121444e-05,MA100_vs_MA1,True,up_in_MA100
ENSG00000124299,764.7406632951643,-0.7896361541916044,0.14252671124499566,-5.540267836772455,3.020093808427005e-08,5.0933882079121444e-05,MA100_vs_MA1,True,up_in_MA1
ENSG00000099795,950.8150786334278,1.0772253218148062,0.20525239755621627,5.248295925604311,1.5351256678087588e-07,0.00019556676642098884,MA100_vs_MA1,True,up_in_MA100
ENSG00000170345,286.38026975927204,1.532671333933528,0.29332140077441904,5.225228469136624,1.7394020138243894e-07,0.00019556676642098884,MA100_vs_MA1,True,up_in_MA100
ENSG00000183023,519.3693217867298,0.830666533183703,0.16315967280881064,5.091126495191445,3.5594245729454577e-07,0.0003430268309870008,MA100_vs_MA1,True,up_in_MA100
ENSG00000040275,2053.584630920412,0.8664616746430994,0.171850748491461,5.0419429781311225,4.608286223204902e-07,0.0003885937357717534,MA100_vs_MA1,True,up_in_MA100
ENSG00000167978,7550.319142552646,-0.5187776438379951,0.11173637238931397,-4.642871723367394,3.4359969278823976e-06,0.0025754705861660726,MA100_vs_MA1,True,up_in_MA1
ENSG00000187688,683.1558772779375,-0.8548777947725525,0.18678992336591685,-4.576680472735502,4.724121748580493e-06,0.0031510579950709164,MA100_vs_MA1,True,up_in_MA1
ENSG00000107949,1416.0376483098114,0.9956380732388657,0.21838629608207247,4.559068453932163,5.138102274796929e-06,0.0031510579950709164,MA100_vs_MA1,True,up_in_MA100
ENSG00000186480,786.2413110444137,-0.6095967297119325,0.13449581113877246,-4.532458851695775,5.8301035548965e-06,0.003277489881777649,MA100_vs_MA1,True,up_in_MA1
ENSG00000101199,545.2159335547209,0.8976654224489746,0.20004711924577337,4.487269928371841,7.214164995511884e-06,0.003743596696901782,MA100_vs_MA1,True,up_in_MA100
ENSG00000142634,1016.8099224802295,0.8232583645692635,0.18440279213216118,4.464457154093608,8.027200938869859e-06,0.0038679641095440047,MA100_vs_MA1,True,up_in_MA100
ENSG00000204673,766.4301514823159,1.0832696362042253,0.2455486402938406,4.41162954479369,1.0259554122141495e-05,0.004614063473864435,MA100_vs_MA1,True,up_in_MA100
