gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,significant,direction
ENSG00000117298,4422.693376465871,-0.887106570858812,0.11117158012610259,-7.979616461802212,1.4678868784447267e-15,1.544657362187386e-11,MC100_vs_MC1,True,up_in_MC1
ENSG00000088247,15337.842456190008,-1.2854897610151805,0.1644875077190789,-7.815120910036601,5.4910294873206305e-15,2.8891051647537497e-11,MC100_vs_MC1,True,up_in_MC1
ENSG00000040275,2053.584630920412,-1.3335132406328682,0.17211750251828642,-7.747691089644941,9.35784495459943e-15,3.282420081908327e-11,MC100_vs_MC1,True,up_in_MC1
ENSG00000072110,21271.977211499157,-0.7806281934735859,0.1026485695129545,-7.604861881441696,2.852083229764744e-14,7.503117956703601e-11,MC100_vs_MC1,True,up_in_MC1
ENSG00000131747,19915.80713610476,-1.1861397805625902,0.15720580795713204,-7.545139686480509,4.518029718767555e-14,8.641774750674016e-11,MC100_vs_MC1,True,up_in_MC1
ENSG00000177469,37010.12370449971,-1.0604084794979445,0.14075292608675494,-7.533829022100384,4.927363727458339e-14,8.641774750674016e-11,MC100_vs_MC1,True,up_in_MC1
ENSG00000147133,1810.4761484837784,-1.4348529651006268,0.1928670396780626,-7.43959656090388,1.009932560744961e-13,1.3401721983546128e-10,MC100_vs_MC1,True,up_in_MC1
ENSG00000089597,4782.589328160444,-1.3667804896073905,0.18374570892077938,-7.4384348763032495,1.0188518090693626e-13,1.3401721983546128e-10,MC100_vs_MC1,True,up_in_MC1
ENSG00000196396,3192.7096209888164,-1.1658290819783002,0.1574651188507182,-7.403729095607149,1.324124151604029e-13,1.5481953830365774e-10,MC100_vs_MC1,True,up_in_MC1
ENSG00000124145,4596.413424286838,-0.8657903565651044,0.11802410472753574,-7.335707892585354,2.2055259093267656e-13,2.3208749143845554e-10,MC100_vs_MC1,True,up_in_MC1
ENSG00000008441,5189.567813353778,-1.24707837859396,0.1746189937972632,-7.141710941490406,9.21762819999782e-13,8.817918322597915e-10,MC100_vs_MC1,True,up_in_MC1
ENSG00000168028,5151.861286618799,1.1562419520992337,0.1637751882273808,7.0599335870946485,1.6658220078505878e-12,1.4607870823843112e-09,MC100_vs_MC1,True,up_in_MC100
ENSG00000159674,16014.627214830864,-1.030659467034711,0.1467520257613272,-7.0231362169469636,2.1694251608740683e-12,1.756066228298294e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000156508,16866.293433799718,1.1586635176903932,0.16580566862124452,6.988081452975937,2.7867059722858714e-12,2.094607639026016e-09,MC100_vs_MC1,True,up_in_MC100
ENSG00000197958,5865.852436328154,1.1977741878998192,0.1738600575604123,6.889300536919588,5.606737751506582e-12,3.933313423940251e-09,MC100_vs_MC1,True,up_in_MC100
ENSG00000126950,1030.5756282938896,-1.09106043794582,0.15877359605740335,-6.871800255448996,6.339668436334587e-12,4.169520684721803e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000129245,1798.556600262563,-1.1493089867933395,0.16777539868471247,-6.850283151185641,7.370395725559666e-12,4.562274954121434e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000125844,6798.541616970312,-1.1548999481348097,0.1701313033526513,-6.788286020127123,1.1347352095377322e-11,6.6337881166475305e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000153140,3844.045427066833,-1.5958227129028768,0.23564883452770255,-6.772037366962976,1.2698132993407429e-11,7.032760709980336e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000170004,2244.982467401529,-0.9775040320261621,0.14463465997122477,-6.758435579830158,1.3948964435297588e-11,7.339247637631826e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000070614,4072.7930544885858,-1.1066610058122939,0.16416627199084616,-6.741098475294614,1.5719361737355972e-11,7.78832182185608e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000172428,1967.9128066105866,0.8881630862376246,0.13197060077667574,6.730007145611153,1.696547554137419e-11,7.78832182185608e-09,MC100_vs_MC1,True,up_in_MC100
ENSG00000051128,1973.4135357741288,-1.2517956506234438,0.1860157051664018,-6.729515927182815,1.7022845377049306e-11,7.78832182185608e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000179820,4780.2713032777465,-0.7064940622587049,0.10515611068588505,-6.718525986274772,1.8357200936476767e-11,8.048867727272708e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000122565,10607.247831257295,-1.0770858747581635,0.1605690872733327,-6.707927989430915,1.9740729846968342e-11,8.309268007185914e-09,MC100_vs_MC1,True,up_in_MC1
ENSG00000136295,2235.948871934839,-1.0004258544098585,0.1503008310948982,-6.6561565037401635,2.8108095131895014e-11,1.137621096434351e-08,MC100_vs_MC1,True,up_in_MC1
ENSG00000198858,583.7607344761011,-1.6499154023030007,0.24976926929814555,-6.605758214128109,3.954879150853489e-11,1.5413775297937506e-08,MC100_vs_MC1,True,up_in_MC1
ENSG00000134419,4715.482206051732,1.1005439543029505,0.16688198807888302,6.5947437885431786,4.2599088063726134e-11,1.5992208337591567e-08,MC100_vs_MC1,True,up_in_MC100
ENSG00000119681,5298.756043026825,-0.609989926836066,0.09256721486790041,-6.5896973102902825,4.407241678135089e-11,1.5992208337591567e-08,MC100_vs_MC1,True,up_in_MC1
